customer_id,segment,region,acquisition_date,age_group,last_purchase_date,days_since_purchase,is_churned
C01748,Regular,South,2023-01-22,26-35,2024-10-15,77,0
C01749,Budget,South,2023-01-24,26-35,2024-11-27,34,0
C01750,Premium,West,2022-08-06,60+,2024-10-19,73,0
C01751,Regular,West,2022-12-12,26-35,2024-12-15,16,0
C01752,Regular,West,2022-08-18,36-45,2024-10-05,87,0
C01753,Premium,South,2022-09-12,36-45,2024-11-10,51,0
C01754,Regular,East,2022-08-24,26-35,2024-11-10,51,0
C01755,Budget,North,2022-01-26,36-45,2024-09-19,103,1
C01756,Budget,North,2022-09-18,36-45,2024-12-29,2,0
C01757,Budget,North,2022-09-28,36-45,2024-08-21,132,1
C01758,Regular,South,2022-05-03,26-35,2024-06-08,206,1
C01759,Premium,South,2022-09-14,26-35,2024-12-18,13,0
C01760,Regular,West,2023-02-25,26-35,2024-10-23,69,0
C01761,Regular,North,2022-09-16,46-60,2024-12-10,21,0
C01762,Budget,East,2022-02-16,36-45,2024-12-02,29,0
C01763,Premium,South,2023-06-09,26-35,2024-11-14,47,0
C01764,Regular,North,2022-07-27,60+,2024-07-16,168,1
C01765,Premium,South,2022-11-07,18-25,2024-10-05,87,0
C01766,Regular,North,2022-05-29,46-60,2024-12-07,24,0
C01767,Budget,East,2023-03-14,60+,2024-10-22,70,0
C01768,Regular,South,2022-06-04,46-60,2024-06-25,189,1
C01769,Regular,North,2022-03-31,46-60,2024-08-14,139,1
C01770,Regular,North,2022-12-24,26-35,2024-11-14,47,0
C01771,Regular,South,2022-06-23,26-35,2024-07-06,178,1
C01772,Budget,West,2022-08-05,36-45,2024-07-09,175,1
C01773,Budget,South,2023-04-01,26-35,2024-08-10,143,1
C01774,Budget,East,2022-07-18,26-35,2024-05-09,236,1
C01775,Budget,East,2023-05-01,46-60,2024-10-05,87,0
C01776,Regular,West,2023-06-17,26-35,2024-12-10,21,0
C01777,Regular,West,2022-07-19,60+,2024-08-28,125,1
C01778,Regular,East,2023-01-06,46-60,2024-12-24,7,0
C01779,Regular,East,2023-03-24,46-60,2024-10-05,87,0
C01780,Budget,West,2022-09-05,46-60,2024-12-29,2,0
C01781,Premium,South,2022-09-21,46-60,2024-09-03,119,1
C01782,Budget,South,2022-02-27,46-60,2024-12-10,21,0
C01783,Regular,North,2022-10-29,36-45,2024-11-17,44,0
C01784,Regular,West,2022-01-31,26-35,2024-11-27,34,0
C01785,Regular,West,2023-05-13,46-60,2024-11-02,59,0
C01786,Budget,North,2022-09-06,46-60,2024-10-03,89,0
C01787,Regular,East,2022-09-28,26-35,2024-08-26,127,1
C01788,Regular,South,2023-01-29,18-25,2024-08-13,140,1
C01789,Premium,North,2023-05-17,36-45,2024-11-01,60,0
C01790,Regular,West,2022-03-25,18-25,2024-12-08,23,0
C01791,Premium,North,2022-12-31,60+,2024-12-11,20,0
C01792,Budget,North,2022-12-08,60+,2024-09-08,114,1
C01793,Regular,East,2023-02-11,26-35,2024-03-21,285,1
C01794,Regular,East,2023-03-01,36-45,2024-06-21,193,1
C01795,Premium,North,2022-04-03,18-25,2024-11-06,55,0
C01796,Premium,East,2023-02-16,36-45,2024-05-05,240,1
C01797,Budget,South,2023-03-08,26-35,2024-12-25,6,0
C01798,Premium,North,2022-06-08,36-45,2024-08-11,142,1
C01799,Premium,North,2022-01-14,26-35,2024-08-11,142,1
C01800,Premium,East,2023-01-08,18-25,2024-11-19,42,0
C01801,Budget,North,2022-08-13,26-35,2024-09-04,118,1
C01802,Budget,West,2023-05-20,18-25,2024-05-08,237,1
C01803,Regular,West,2022-03-14,36-45,2024-11-06,55,0
C01804,Regular,West,2022-09-06,18-25,2023-12-20,377,1
C01805,Regular,North,2023-05-26,36-45,2024-08-02,151,1
C01806,Budget,West,2022-08-04,46-60,2024-12-15,16,0
C01807,Regular,South,2023-06-25,46-60,2024-07-08,176,1
C01808,Premium,South,2022-08-08,46-60,2024-07-07,177,1
C01809,Premium,North,2022-08-09,60+,2024-09-29,93,1
C01810,Premium,North,2023-01-24,18-25,2024-06-21,193,1
C01811,Regular,East,2022-02-11,18-25,2024-12-13,18,0
C01812,Budget,South,2022-10-10,36-45,2024-11-28,33,0
C01813,Regular,North,2022-02-27,46-60,2024-05-19,226,1
C01814,Premium,East,2023-06-21,60+,2024-09-23,99,1
C01815,Premium,North,2022-03-14,18-25,2024-11-01,60,0
C01816,Budget,East,2022-05-09,26-35,2024-02-04,331,1
C01817,Regular,South,2023-03-02,26-35,2024-12-28,3,0
C01818,Budget,West,2022-05-05,46-60,2023-12-25,372,1
C01819,Regular,West,2022-03-08,36-45,2024-10-04,88,0
C01820,Regular,South,2022-01-06,18-25,2024-12-05,26,0
C01821,Regular,South,2022-11-10,26-35,2024-12-12,19,0
C01822,Premium,South,2022-11-22,36-45,2024-09-04,118,1
C01823,Regular,West,2023-05-21,46-60,2024-12-01,30,0
C01824,Budget,South,2022-03-23,18-25,2024-09-06,116,1
C01825,Regular,North,2022-01-02,46-60,2024-07-28,156,1
C01826,Regular,North,2022-07-23,36-45,2024-11-03,58,0
C01827,Premium,South,2023-02-08,46-60,2024-12-27,4,0
C01828,Budget,South,2022-04-13,46-60,2024-07-25,159,1
C01829,Budget,West,2023-06-20,26-35,2024-10-24,68,0
C01830,Regular,North,2023-01-03,18-25,2024-12-09,22,0
C01831,Budget,South,2022-07-31,36-45,2024-12-04,27,0
C01832,Regular,West,2022-07-28,26-35,2024-06-10,204,1
C01833,Regular,West,2022-04-27,46-60,2024-12-28,3,0
C01834,Budget,South,2023-04-23,36-45,2024-11-29,32,0
C01835,Budget,South,2022-04-15,46-60,2024-09-06,116,1
C01836,Regular,South,2023-05-10,26-35,2024-12-04,27,0
C01837,Premium,West,2022-02-15,26-35,2024-08-11,142,1
C01838,Regular,North,2022-11-27,36-45,2024-11-13,48,0
C01839,Budget,West,2022-08-04,18-25,2024-03-10,296,1
C01840,Regular,East,2023-05-07,36-45,2024-12-29,2,0
C01841,Regular,South,2023-03-25,46-60,2024-07-26,158,1
C01842,Regular,North,2023-06-20,26-35,2024-09-09,113,1
C01843,Regular,South,2023-05-26,46-60,2024-12-29,2,0
C01844,Regular,South,2023-04-03,26-35,2024-10-11,81,0
C01845,Budget,North,2023-06-20,26-35,2024-01-19,347,1
C01846,Regular,East,2023-06-24,60+,2024-12-22,9,0
C01847,Premium,West,2023-04-29,60+,2024-09-27,95,1
C01848,Premium,East,2022-01-16,36-45,2024-06-17,197,1
C01849,Budget,East,2022-08-31,60+,2024-09-29,93,1
C01850,Regular,North,2022-07-26,36-45,2024-03-15,291,1
C01851,Regular,South,2022-09-28,26-35,2024-09-25,97,1
C01852,Budget,North,2022-04-25,26-35,2024-11-05,56,0
C01853,Budget,East,2022-10-26,60+,2024-05-22,223,1
C01854,Budget,West,2023-04-28,26-35,2024-11-26,35,0
C01855,Budget,East,2023-02-01,36-45,2024-11-05,56,0
C01856,Regular,North,2023-01-29,36-45,2024-08-11,142,1
C01857,Budget,South,2022-03-16,36-45,2024-10-30,62,0
C01858,Regular,East,2023-04-27,26-35,2024-09-15,107,1
C01859,Budget,South,2022-04-13,26-35,2024-05-24,221,1
C01860,Budget,West,2022-10-24,26-35,2024-05-17,228,1
C01861,Budget,West,2022-06-27,36-45,2024-11-08,53,0
C01862,Regular,East,2022-08-03,36-45,2024-10-20,72,0
C01863,Premium,South,2022-11-11,36-45,2024-11-19,42,0
C01864,Regular,North,2022-02-08,36-45,2024-09-10,112,1
C01865,Budget,North,2022-09-16,18-25,2024-11-06,55,0
C01866,Budget,South,2022-01-07,46-60,2024-11-12,49,0
C01867,Premium,South,2022-02-18,36-45,2024-12-23,8,0
C01868,Premium,East,2023-06-22,18-25,2024-10-08,84,0
C01869,Premium,East,2022-06-10,26-35,2024-06-04,210,1
C01870,Budget,North,2022-06-25,46-60,2024-12-11,20,0
C01871,Budget,South,2022-01-02,46-60,2024-10-25,67,0
C01872,Regular,North,2023-03-31,26-35,2024-11-21,40,0
C01873,Regular,North,2022-10-03,36-45,2024-11-07,54,0
C01874,Budget,West,2023-05-13,18-25,2024-12-31,0,0
C01875,Budget,North,2022-01-28,18-25,2024-09-19,103,1
C01876,Regular,South,2022-11-29,36-45,2024-12-16,15,0
C01877,Regular,North,2022-01-01,36-45,2024-06-13,201,1
C01878,Regular,West,2022-07-07,46-60,2024-07-02,182,1
C01879,Regular,East,2022-02-25,26-35,2024-05-11,234,1
C01880,Regular,North,2022-04-22,18-25,2024-12-18,13,0
C01881,Regular,South,2022-11-06,26-35,2024-09-07,115,1
C01882,Budget,East,2022-02-05,18-25,2024-12-07,24,0
C01883,Regular,West,2023-03-15,18-25,2024-06-05,209,1
C01884,Budget,North,2022-11-21,26-35,2024-09-10,112,1
C01885,Premium,West,2022-11-03,26-35,2024-09-16,106,1
C01886,Regular,West,2023-06-18,26-35,2024-10-22,70,0
C01887,Premium,West,2022-04-19,36-45,2024-10-11,81,0
C01888,Regular,East,2023-01-07,18-25,2024-10-01,91,1
C01889,Budget,East,2022-12-23,18-25,2024-11-25,36,0
C01890,Budget,South,2022-06-30,36-45,2024-12-21,10,0
C01891,Premium,East,2022-12-22,18-25,2024-12-19,12,0
C01892,Regular,South,2022-03-09,36-45,2024-12-13,18,0
C01893,Budget,East,2022-10-19,18-25,2024-04-21,254,1
C01894,Regular,South,2022-06-30,26-35,2024-06-21,193,1
C01895,Regular,East,2023-04-11,26-35,2024-09-24,98,1
C01896,Budget,West,2023-03-10,18-25,2024-11-20,41,0
C01897,Regular,North,2023-04-09,36-45,2024-08-15,138,1
C01898,Premium,West,2023-06-18,60+,2024-10-07,85,0
C01899,Regular,South,2022-03-07,18-25,2024-10-16,76,0
C01900,Budget,West,2022-01-21,26-35,2024-08-08,145,1
C01901,Regular,South,2023-01-19,36-45,2024-10-19,73,0
C01902,Premium,South,2022-02-08,26-35,2024-12-23,8,0
C01903,Budget,West,2022-10-12,46-60,2024-09-02,120,1
C01904,Premium,North,2022-12-02,26-35,2024-12-14,17,0
C01905,Budget,West,2022-07-07,60+,2024-11-30,31,0
C01906,Regular,South,2022-08-31,26-35,2024-12-12,19,0
C01907,Budget,South,2022-03-14,26-35,2024-11-01,60,0
C01908,Regular,South,2023-04-24,46-60,2024-11-21,40,0
C01909,Regular,East,2022-04-11,36-45,2024-09-04,118,1
C01910,Premium,South,2023-05-29,36-45,2024-10-09,83,0
C01911,Regular,North,2022-06-25,36-45,2024-01-12,354,1
C01912,Budget,North,2022-08-26,36-45,2024-11-15,46,0
C01913,Budget,North,2022-02-28,26-35,2024-10-27,65,0
C01914,Regular,West,2022-04-09,36-45,2024-12-29,2,0
C01915,Regular,West,2023-05-10,18-25,2024-10-06,86,0
C01916,Budget,South,2023-05-29,46-60,2024-04-24,251,1
C01917,Budget,East,2022-10-24,60+,2024-12-20,11,0
C01918,Regular,South,2022-07-30,26-35,2023-10-26,432,1
C01919,Regular,East,2022-05-03,26-35,2024-07-20,164,1
C01920,Regular,West,2022-08-17,18-25,2024-12-24,7,0
C01921,Regular,West,2023-01-23,18-25,2024-12-18,13,0
C01922,Premium,South,2022-05-20,60+,2024-10-30,62,0
C01923,Regular,East,2023-06-25,18-25,2024-03-01,305,1
C01924,Regular,North,2023-01-26,26-35,2024-07-21,163,1
C01925,Budget,West,2022-09-27,46-60,2024-09-07,115,1
C01926,Premium,North,2022-01-12,46-60,2024-07-20,164,1
C01927,Regular,East,2023-01-24,36-45,2024-12-31,0,0
C01928,Regular,East,2022-12-03,36-45,2024-12-29,2,0
C01929,Regular,East,2023-05-21,36-45,2024-09-20,102,1
C01930,Premium,North,2022-04-16,60+,2024-11-22,39,0
C01931,Regular,West,2022-02-01,36-45,2024-06-28,186,1
C01932,Regular,North,2022-03-15,36-45,2024-12-27,4,0
C01933,Regular,East,2022-06-20,18-25,2024-12-29,2,0
C01934,Regular,North,2022-03-10,18-25,2024-08-01,152,1
C01935,Regular,South,2022-12-28,36-45,2024-09-12,110,1
C01936,Budget,South,2023-03-09,60+,2024-04-03,272,1
C01937,Regular,South,2022-04-10,46-60,2024-09-26,96,1
C01938,Budget,North,2022-01-09,60+,2024-08-16,137,1
C01939,Regular,North,2022-01-29,36-45,2024-11-30,31,0
C01940,Premium,South,2022-04-24,46-60,2024-02-15,320,1
C01941,Premium,East,2023-04-07,46-60,2024-12-04,27,0
C01942,Regular,West,2022-05-23,36-45,2024-12-15,16,0
C01943,Budget,North,2023-01-25,26-35,2024-10-02,90,0
C01944,Budget,South,2022-06-06,26-35,2024-08-28,125,1
C01945,Budget,North,2022-12-01,46-60,2024-11-23,38,0
C01946,Regular,North,2022-09-17,26-35,2024-12-18,13,0
C01947,Regular,East,2022-03-23,60+,2024-11-14,47,0
C01948,Premium,East,2023-03-17,26-35,2024-10-26,66,0
C01949,Regular,North,2022-06-21,36-45,2024-12-22,9,0
C01950,Regular,North,2022-08-19,36-45,2024-12-16,15,0
C01951,Premium,North,2022-03-16,36-45,2024-09-26,96,1
C01952,Regular,West,2022-09-27,26-35,2024-11-02,59,0
C01953,Regular,West,2022-03-03,60+,2024-07-17,167,1
C01954,Budget,North,2022-11-16,36-45,2024-11-30,31,0
C01955,Budget,North,2022-04-12,26-35,2024-06-17,197,1
C01956,Budget,West,2023-03-05,36-45,2024-10-11,81,0
C01957,Regular,West,2022-09-12,26-35,2024-09-05,117,1
C01958,Regular,South,2023-06-16,26-35,2024-12-02,29,0
C01959,Regular,North,2022-04-22,26-35,2024-12-05,26,0
C01960,Budget,North,2022-11-09,46-60,2024-03-26,280,1
C01961,Premium,East,2023-04-06,36-45,2024-10-27,65,0
C01962,Regular,South,2023-04-07,36-45,2024-10-04,88,0
C01963,Budget,North,2022-04-02,26-35,2024-09-02,120,1
C01964,Regular,East,2022-02-21,26-35,2024-10-09,83,0
C01965,Regular,North,2023-06-04,60+,2024-12-31,0,0
C01966,Regular,East,2022-04-08,36-45,2024-11-10,51,0
C01967,Premium,South,2022-08-24,60+,2024-08-24,129,1
C01968,Regular,North,2023-01-09,26-35,2024-12-24,7,0
C01969,Regular,East,2022-08-22,18-25,2024-04-13,262,1
C01970,Premium,South,2022-02-01,46-60,2024-12-26,5,0
C01971,Premium,West,2022-10-16,36-45,2024-06-26,188,1
C01972,Budget,South,2023-06-26,26-35,2024-07-21,163,1
C01973,Regular,North,2022-04-24,26-35,2024-02-01,334,1
C01974,Regular,East,2022-07-23,46-60,2024-12-17,14,0
C01975,Regular,North,2022-01-29,26-35,2024-10-21,71,0
C01976,Budget,West,2023-04-19,36-45,2024-12-31,0,0
C01977,Regular,South,2022-09-10,26-35,2024-04-17,258,1
C01978,Regular,South,2023-01-21,26-35,2024-12-09,22,0
C01979,Budget,North,2022-03-03,60+,2024-11-21,40,0
C01980,Budget,South,2023-05-30,26-35,2024-09-08,114,1
C01981,Premium,West,2023-03-06,36-45,2024-05-03,242,1
C01982,Budget,West,2023-06-21,46-60,2024-12-13,18,0
C01983,Regular,North,2022-05-21,26-35,2023-11-09,418,1
C01984,Regular,North,2022-10-27,26-35,2024-09-08,114,1
C01985,Premium,West,2022-11-07,36-45,2024-12-21,10,0
C01986,Premium,West,2023-04-16,26-35,2024-08-19,134,1
C01987,Budget,North,2023-01-28,26-35,2024-04-25,250,1
C01988,Regular,South,2023-03-21,26-35,2024-12-27,4,0
C01989,Regular,South,2022-06-21,36-45,2024-12-19,12,0
C01990,Budget,West,2022-01-31,36-45,2024-11-02,59,0
C01991,Budget,North,2022-02-16,36-45,2024-12-04,27,0
C01992,Premium,North,2022-05-10,18-25,2024-11-20,41,0
C01993,Regular,East,2022-12-18,36-45,2024-05-28,217,1
C01994,Premium,North,2022-02-27,60+,2024-11-18,43,0
C01995,Budget,South,2022-04-16,36-45,2024-10-28,64,0
C01996,Regular,South,2022-11-26,36-45,2024-10-31,61,0
C01997,Budget,South,2023-01-18,36-45,2023-09-23,465,1
C01998,Premium,South,2022-06-11,46-60,2024-04-18,257,1
C01999,Premium,South,2022-10-13,60+,2024-10-30,62,0
C02000,Regular,North,2022-03-12,26-35,2024-10-07,85,0
